Entity,Code,Year,Gas Production - Mtoe (terawatt-hours)
North America,,1986,5865.103263
North America,,1987,6110.232998
North America,,1988,6382.032996
North America,,1989,6502.622416
North America,,1990,6688.585969
North America,,1991,6731.760198
North America,,1992,6883.968432
North America,,1993,7093.200056
North America,,1994,7441.69424
North America,,1995,7457.643476
North America,,1996,7619.004946
North America,,1997,7680.170577
North America,,1998,7819.616486
North America,,1999,7759.505454
North America,,2000,7919.61728
North America,,2001,8106.005996
North America,,2002,7898.622127
North America,,2003,7931.911541
North America,,2004,7797.263592
North America,,2005,7772.045916
North America,,2006,7971.571936
North America,,2007,8091.107231
North America,,2008,8293.963986
North America,,2009,8360.684919
North America,,2010,8505.69132
North America,,2011,8981.187752
North America,,2012,9288.308854
North America,,2013,9374.517872
North America,,2014,9967.815235
North America,,2015,10350.3629
North America,,2016,10118.8061
Norway,NOR,1970,0
Norway,NOR,1971,0
Norway,NOR,1972,0
Norway,NOR,1973,0
Norway,NOR,1974,0
Norway,NOR,1975,0
Norway,NOR,1976,0
Norway,NOR,1977,27.7888383
Norway,NOR,1978,148.6391979
Norway,NOR,1979,216.3500116
Norway,NOR,1980,262.599414
Norway,NOR,1981,261.163394
Norway,NOR,1982,250.7897073
Norway,NOR,1983,247.1527911
Norway,NOR,1984,271.7504819
Norway,NOR,1985,274.0852404
Norway,NOR,1986,273.0809213
Norway,NOR,1987,294.6553238
Norway,NOR,1988,296.5256092
Norway,NOR,1989,300.7978304
Norway,NOR,1990,266.6934136
Norway,NOR,1991,261.9577346
Norway,NOR,1992,270.4009088
Norway,NOR,1993,259.621877
Norway,NOR,1994,280.9511109
Norway,NOR,1995,291.1249512
Norway,NOR,1996,391.4442694
Norway,NOR,1997,449.5024156
Norway,NOR,1998,462.5845014
Norway,NOR,1999,507.3437799
Norway,NOR,2000,521.2141772
Norway,NOR,2001,565.5999304
Norway,NOR,2002,686.5712885
Norway,NOR,2003,763.671692
Norway,NOR,2004,828.7652428
Norway,NOR,2005,898.5144733
Norway,NOR,2006,928.0910542
Norway,NOR,2007,945.2736605
Norway,NOR,2008,1047.854594
Norway,NOR,2009,1092.583141
Norway,NOR,2010,1122.588691
Norway,NOR,2011,1059.954509
Norway,NOR,2012,1200.802124
Norway,NOR,2013,1138.242686
Norway,NOR,2014,1139.018584
Norway,NOR,2015,1226.231062
Norway,NOR,2016,1220.96838
OECD,,1970,7880.375486
OECD,,1971,8335.605365
OECD,,1972,8659.251977
OECD,,1973,8896.268582
OECD,,1974,8784.039448
OECD,,1975,8398.558221
OECD,,1976,8474.161481
OECD,,1977,8613.15821
OECD,,1978,8663.14692
OECD,,1979,9037.031544
OECD,,1980,8960.867732
OECD,,1981,8852.21376
OECD,,1982,8330.673314
OECD,,1983,7837.242519
OECD,,1984,8354.274202
OECD,,1985,8193.107776
OECD,,1986,7936.376178
OECD,,1987,8258.926272
OECD,,1988,8432.019381
OECD,,1989,8640.55423
OECD,,1990,8856.707117
OECD,,1991,9084.056452
OECD,,1992,9289.221719
OECD,,1993,9624.337433
OECD,,1994,10052.91206
OECD,,1995,10166.94542
OECD,,1996,10687.62031
OECD,,1997,10730.57603
OECD,,1998,10874.24321
OECD,,1999,10910.12072
OECD,,2000,11153.76813
OECD,,2001,11411.31513
OECD,,2002,11275.72943
OECD,,2003,11340.36179
OECD,,2004,11341.5486
OECD,,2005,11257.26133
OECD,,2006,11408.21591
OECD,,2007,11437.9793
OECD,,2008,11764.15681
OECD,,2009,11743.62989
OECD,,2010,12014.68255
OECD,,2011,12242.49616
OECD,,2012,12620.17906
OECD,,2013,12691.96721
OECD,,2014,13215.60075
OECD,,2015,13647.93259
OECD,,2016,13606.15448
Oman,OMN,1970,0
Oman,OMN,1971,0
Oman,OMN,1972,0
Oman,OMN,1973,0
Oman,OMN,1974,0
Oman,OMN,1975,0
Oman,OMN,1976,0
Oman,OMN,1977,0
Oman,OMN,1978,4.244483013
Oman,OMN,1979,7.137781123
Oman,OMN,1980,9.061750932
Oman,OMN,1981,10.6772981
Oman,OMN,1982,11.69068678
Oman,OMN,1983,14.51055092
Oman,OMN,1984,18.2409962
Oman,OMN,1985,23.21981884
Oman,OMN,1986,27.15587921
Oman,OMN,1987,30.41634713
Oman,OMN,1988,30.60727543
Oman,OMN,1989,31.76753203
Oman,OMN,1990,34.32303392
Oman,OMN,1991,34.80769807
Oman,OMN,1992,38.0387924
Oman,OMN,1993,36.51136599
Oman,OMN,1994,38.22972071
Oman,OMN,1995,53.54804521
Oman,OMN,1996,57.89533577
Oman,OMN,1997,65.85557727
Oman,OMN,1998,68.38170557
Oman,OMN,1999,72.06809047
Oman,OMN,2000,114.6217888
Oman,OMN,2001,171.2994346
Oman,OMN,2002,184.8421993
Oman,OMN,2003,203.6260721
Oman,OMN,2004,207.202588
Oman,OMN,2005,231.5444643
Oman,OMN,2006,269.7704974
Oman,OMN,2007,273.2694105
Oman,OMN,2008,272.0497555
Oman,OMN,2009,282.6837245
Oman,OMN,2010,307.055188
Oman,OMN,2011,323.5076376
Oman,OMN,2012,336.8298863
Oman,OMN,2013,364.1320786
Oman,OMN,2014,348.4034194
Oman,OMN,2015,363.6418454
Oman,OMN,2016,370.7534175
Other Africa,,1970,1.1793
Other Africa,,1971,1.83691199
Other Africa,,1972,2.378572057
Other Africa,,1973,7.45948262
Other Africa,,1974,9.515489957
Other Africa,,1975,5.85333865
Other Africa,,1976,4.36399429
Other Africa,,1977,5.09737182
Other Africa,,1978,5.86367662
Other Africa,,1979,6.33520512
Other Africa,,1980,8.31567381
Other Africa,,1981,9.38951957
Other Africa,,1982,10.19734789
Other Africa,,1983,10.312844
Other Africa,,1984,10.11498382
Other Africa,,1985,10.50389466
Other Africa,,1986,11.27833684
Other Africa,,1987,11.28935251
Other Africa,,1988,13.50237953
Other Africa,,1989,12.30060792
Other Africa,,1990,12.31550803
Other Africa,,1991,11.81113263
Other Africa,,1992,23.97732426
Other Africa,,1993,30.19875672
Other Africa,,1994,30.56056005
Other Africa,,1995,30.17517489
Other Africa,,1996,40.4625037
Other Africa,,1997,50.02405444
Other Africa,,1998,58.61223226
Other Africa,,1999,64.96142131
Other Africa,,2000,65.05329772
Other Africa,,2001,70.83287518
Other Africa,,2002,67.09415376
Other Africa,,2003,66.90763899
Other Africa,,2004,85.77444667
Other Africa,,2005,104.2194689
Other Africa,,2006,111.1628995
Other Africa,,2007,112.5043773
Other Africa,,2008,158.1128026
Other Africa,,2009,162.6380637
Other Africa,,2010,181.8784984
Other Africa,,2011,175.7949517
Other Africa,,2012,184.3599575
Other Africa,,2013,209.3188808
Other Africa,,2014,194.8757353
Other Africa,,2015,202.1783744
Other Africa,,2016,211.9195422
Other Asia Pacific,,1970,57.52312164
Other Asia Pacific,,1971,65.00856177
Other Asia Pacific,,1972,71.01368282
Other Asia Pacific,,1973,73.57750935
Other Asia Pacific,,1974,76.38884223
Other Asia Pacific,,1975,75.1504609
Other Asia Pacific,,1976,80.01864325
Other Asia Pacific,,1977,90.19373983
Other Asia Pacific,,1978,86.53049474
Other Asia Pacific,,1979,77.20516811
Other Asia Pacific,,1980,79.60641518
Other Asia Pacific,,1981,76.38172621
Other Asia Pacific,,1982,81.14315732
Other Asia Pacific,,1983,83.64342236
Other Asia Pacific,,1984,91.88122028
Other Asia Pacific,,1985,100.3314875
Other Asia Pacific,,1986,105.2694817
Other Asia Pacific,,1987,105.0711535
Other Asia Pacific,,1988,109.6383129
Other Asia Pacific,,1989,81.92474673
Other Asia Pacific,,1990,79.8554241
Other Asia Pacific,,1991,81.71858946
Other Asia Pacific,,1992,84.29836259
Other Asia Pacific,,1993,83.28077753
Other Asia Pacific,,1994,81.01304996
Other Asia Pacific,,1995,78.44572657
Other Asia Pacific,,1996,84.87011295
Other Asia Pacific,,1997,88.09031927
Other Asia Pacific,,1998,82.33574154
Other Asia Pacific,,1999,89.09390338
Other Asia Pacific,,2000,93.0876415
Other Asia Pacific,,2001,98.4160981
Other Asia Pacific,,2002,113.2525724
Other Asia Pacific,,2003,111.4697129
Other Asia Pacific,,2004,107.1950038
Other Asia Pacific,,2005,115.7741478
Other Asia Pacific,,2006,148.3647885
Other Asia Pacific,,2007,175.9170779
Other Asia Pacific,,2008,186.2938006
Other Asia Pacific,,2009,189.6164996
Other Asia Pacific,,2010,184.5735533
Other Asia Pacific,,2011,186.4822036
Other Asia Pacific,,2012,183.6885819
Other Asia Pacific,,2013,189.6622735
Other Asia Pacific,,2014,241.4277512
Other Asia Pacific,,2015,288.4929055
Other Asia Pacific,,2016,321.9770002
Other Europe & Eurasia,,1970,147.4345437
Other Europe & Eurasia,,1971,153.6997734
Other Europe & Eurasia,,1972,161.4894887
Other Europe & Eurasia,,1973,174.2062269
Other Europe & Eurasia,,1974,178.1456098
Other Europe & Eurasia,,1975,177.0769456
Other Europe & Eurasia,,1976,182.4584844
Other Europe & Eurasia,,1977,196.9011378
Other Europe & Eurasia,,1978,208.6863817
Other Europe & Eurasia,,1979,202.428971
Other Europe & Eurasia,,1980,195.0534109
Other Europe & Eurasia,,1981,186.9745393
Other Europe & Eurasia,,1982,193.0790149
Other Europe & Eurasia,,1983,190.8426586
Other Europe & Eurasia,,1984,192.3669436
Other Europe & Eurasia,,1985,199.9793491
Other Europe & Eurasia,,1986,183.5657178
Other Europe & Eurasia,,1987,183.2633795
Other Europe & Eurasia,,1988,178.9784133
Other Europe & Eurasia,,1989,184.5784686
Other Europe & Eurasia,,1990,168.0446985
Other Europe & Eurasia,,1991,172.2159299
Other Europe & Eurasia,,1992,167.6651939
Other Europe & Eurasia,,1993,172.0799081
Other Europe & Eurasia,,1994,165.9522309
Other Europe & Eurasia,,1995,167.2009246
Other Europe & Eurasia,,1996,153.3925872
Other Europe & Eurasia,,1997,139.7429039
Other Europe & Eurasia,,1998,128.3282769
Other Europe & Eurasia,,1999,121.4233734
Other Europe & Eurasia,,2000,118.4356863
Other Europe & Eurasia,,2001,115.5631265
Other Europe & Eurasia,,2002,115.0353813
Other Europe & Eurasia,,2003,110.7112607
Other Europe & Eurasia,,2004,113.3919579
Other Europe & Eurasia,,2005,106.3130277
Other Europe & Eurasia,,2006,112.2666882
Other Europe & Eurasia,,2007,104.5007541
Other Europe & Eurasia,,2008,98.81974611
Other Europe & Eurasia,,2009,95.86242559
Other Europe & Eurasia,,2010,97.38452859
Other Europe & Eurasia,,2011,96.68892806
Other Europe & Eurasia,,2012,87.2468251
Other Europe & Eurasia,,2013,75.09693251
Other Europe & Eurasia,,2014,66.79886565
Other Europe & Eurasia,,2015,65.08514665
Other Europe & Eurasia,,2016,91.55458452
Other Middle East,,1970,1.408753405
Other Middle East,,1971,1.318650094
Other Middle East,,1972,1.303534078
Other Middle East,,1973,0.565813223
Other Middle East,,1974,0.69148363
Other Middle East,,1975,0.631908744
Other Middle East,,1976,0.608790131
Other Middle East,,1977,0.604937029
Other Middle East,,1978,0.595156078
Other Middle East,,1979,0.423841231
Other Middle East,,1980,0.020154688
Other Middle East,,1981,0.021340258
Other Middle East,,1982,0.475117128
Other Middle East,,1983,0.673107297
Other Middle East,,1984,0.587746266
Other Middle East,,1985,0.553068347
Other Middle East,,1986,0.414653064
Other Middle East,,1987,0.472449596
Other Middle East,,1988,0.433622182
Other Middle East,,1989,1.494707221
Other Middle East,,1990,1.974566628
Other Middle East,,1991,1.916770097
Other Middle East,,1992,2.023471386
Other Middle East,,1993,2.28933543
Other Middle East,,1994,3.189479358
Other Middle East,,1995,3.226824809
Other Middle East,,1996,3.040097554
Other Middle East,,1997,3.36850041
Other Middle East,,1998,3.354569964
Other Middle East,,1999,3.312482233
Other Middle East,,2000,3.153023085
Other Middle East,,2001,3.039208377
Other Middle East,,2002,2.761192241
Other Middle East,,2003,3.10085801
Other Middle East,,2004,15.55912266
Other Middle East,,2005,19.85859181
Other Middle East,,2006,26.83507775
Other Middle East,,2007,31.16122222
Other Middle East,,2008,38.11696068
Other Middle East,,2009,30.26052961
Other Middle East,,2010,35.8455589
Other Middle East,,2011,46.48662819
Other Middle East,,2012,27.80607895
Other Middle East,,2013,68.45099204
Other Middle East,,2014,80.18495403
Other Middle East,,2015,87.84231245
Other Middle East,,2016,98.54380381
Other South & Central America,,1970,7.40831
Other South & Central America,,1971,7.80373
Other South & Central America,,1972,7.50135
Other South & Central America,,1973,5.79174
Other South & Central America,,1974,6.60584
Other South & Central America,,1975,7.58276
Other South & Central America,,1976,11.79282
Other South & Central America,,1977,12.73485
Other South & Central America,,1978,14.52587
Other South & Central America,,1979,9.35052
Other South & Central America,,1980,8.3736
Other South & Central America,,1981,8.45501
Other South & Central America,,1982,8.93184
Other South & Central America,,1983,9.86224
Other South & Central America,,1984,10.39722
Other South & Central America,,1985,10.74612
Other South & Central America,,1986,9.99017
Other South & Central America,,1987,9.83898
Other South & Central America,,1988,13.15353
Other South & Central America,,1989,18.58474
Other South & Central America,,1990,25.48133
Other South & Central America,,1991,23.3176848
Other South & Central America,,1992,25.420854
Other South & Central America,,1993,21.05849111
Other South & Central America,,1994,27.38865
Other South & Central America,,1995,26.1720357
Other South & Central America,,1996,26.6651477
Other South & Central America,,1997,25.5764634
Other South & Central America,,1998,24.3605469
Other South & Central America,,1999,30.263586
Other South & Central America,,2000,33.4938185
Other South & Central America,,2001,35.1562107
Other South & Central America,,2002,32.75810329
Other South & Central America,,2003,31.04916057
Other South & Central America,,2004,31.51082688
Other South & Central America,,2005,33.81359854
Other South & Central America,,2006,37.18485644
Other South & Central America,,2007,37.8885629
Other South & Central America,,2008,36.251873
Other South & Central America,,2009,36.01315783
Other South & Central America,,2010,35.66391137
Other South & Central America,,2011,29.53601566
Other South & Central America,,2012,27.79027266
Other South & Central America,,2013,25.14737114
Other South & Central America,,2014,24.29843046
Other South & Central America,,2015,25.81128128
Other South & Central America,,2016,24.68775282
Pakistan,PAK,1970,36.48331
Pakistan,PAK,1971,36.37864
Pakistan,PAK,1972,33.71537
Pakistan,PAK,1973,38.40226
Pakistan,PAK,1974,42.48439
Pakistan,PAK,1975,47.72952
Pakistan,PAK,1976,48.67155
Pakistan,PAK,1977,53.17236
Pakistan,PAK,1978,54.63774
Pakistan,PAK,1979,61.54596
Pakistan,PAK,1980,75.15306
Pakistan,PAK,1981,81.95661
Pakistan,PAK,1982,89.38818
Pakistan,PAK,1983,88.13214
Pakistan,PAK,1984,90.43488
Pakistan,PAK,1985,92.31894
Pakistan,PAK,1986,99.01782
Pakistan,PAK,1987,106.03071
Pakistan,PAK,1988,112.41558
Pakistan,PAK,1989,119.84715
Pakistan,PAK,1990,128.01141
Pakistan,PAK,1991,138.26907
Pakistan,PAK,1992,135.65232
Pakistan,PAK,1993,156.16764
Pakistan,PAK,1994,159.20307
Pakistan,PAK,1995,163.2852
Pakistan,PAK,1996,177.41565
Pakistan,PAK,1997,176.8923
Pakistan,PAK,1998,186.3126
Pakistan,PAK,1999,212.4801
Pakistan,PAK,2000,225.0405
Pakistan,PAK,2001,237.6009
Pakistan,PAK,2002,257.59287
Pakistan,PAK,2003,320.2824313
Pakistan,PAK,2004,384.5412194
Pakistan,PAK,2005,408.7794545
Pakistan,PAK,2006,417.6706358
Pakistan,PAK,2007,423.6973321
Pakistan,PAK,2008,433.8178011
Pakistan,PAK,2009,434.9968503
Pakistan,PAK,2010,443.1037772
Pakistan,PAK,2011,442.9941119
Pakistan,PAK,2012,458.7583382
Pakistan,PAK,2013,446.0788284
Pakistan,PAK,2014,438.5696748
Pakistan,PAK,2015,439.3327847
Pakistan,PAK,2016,434.7087835
Peru,PER,1970,4.32636
Peru,PER,1971,5.16372
Peru,PER,1972,4.96601
Peru,PER,1973,4.86134
Peru,PER,1974,5.0009
Peru,PER,1975,6.17553
Peru,PER,1976,6.69888
Peru,PER,1977,6.65236
Peru,PER,1978,6.95474
Peru,PER,1979,6.43139
Peru,PER,1980,6.90822
Peru,PER,1981,7.93166
Peru,PER,1982,8.32708
Peru,PER,1983,5.48936
Peru,PER,1984,7.40831
Peru,PER,1985,5.78011
Peru,PER,1986,6.12901
Peru,PER,1987,6.09412
Peru,PER,1988,5.74522
Peru,PER,1989,4.87297
Peru,PER,1990,4.66363
Peru,PER,1991,4.37288
Peru,PER,1992,3.94257
Peru,PER,1993,4.15191
Peru,PER,1994,4.33799
Peru,PER,1995,4.19843
Peru,PER,1996,4.25658
Peru,PER,1997,2.52371
Peru,PER,1998,4.27984
Peru,PER,1999,4.3031
Peru,PER,2000,3.61693
Peru,PER,2001,3.87279
Peru,PER,2002,4.62874
Peru,PER,2003,5.47773
Peru,PER,2004,9.00162
Peru,PER,2005,15.87689065
Peru,PER,2006,18.58117347
Peru,PER,2007,28.00479094
Peru,PER,2008,36.22805148
Peru,PER,2009,37.13797636
Peru,PER,2010,75.76064988
Peru,PER,2011,118.9034704
Peru,PER,2012,124.1276099
Peru,PER,2013,127.6145455
Peru,PER,2014,135.2755902
Peru,PER,2015,130.7813986
Peru,PER,2016,146.5456248
Poland,POL,1970,51.19325
Poland,POL,1971,52.79025
Poland,POL,1972,55.84075
Poland,POL,1973,56.64775
Poland,POL,1974,54.83525
Poland,POL,1975,56.43775
Poland,POL,1976,61.4325
Poland,POL,1977,64.661
Poland,POL,1978,69.33525
Poland,POL,1979,62.208
Poland,POL,1980,52.83525
Poland,POL,1981,46.959
Poland,POL,1982,43.278
Poland,POL,1983,42.31125
Poland,POL,1984,46.4745
Poland,POL,1985,48.062
Poland,POL,1986,43.63425
Poland,POL,1987,43.837
Poland,POL,1988,43.505
Poland,POL,1989,40.28375
Poland,POL,1990,27.65525
Poland,POL,1991,30.915
Poland,POL,1992,29.7705
Poland,POL,1993,38.041
Poland,POL,1994,36.04525
Poland,POL,1995,36.858
Poland,POL,1996,36.52025
Poland,POL,1997,37.264
Poland,POL,1998,37.78125
Poland,POL,1999,36.0785
Poland,POL,2000,38.5345
Poland,POL,2001,40.61225
Poland,POL,2002,41.50925
Poland,POL,2003,41.99925
Poland,POL,2004,45.6545
Poland,POL,2005,45.175
Poland,POL,2006,45.1285
Poland,POL,2007,45.3186111
Poland,POL,2008,42.91305556
Poland,POL,2009,42.79722222
Poland,POL,2010,42.94916667
Poland,POL,2011,44.77361111
Poland,POL,2012,45.43583333
Poland,POL,2013,44.46305556
Poland,POL,2014,43.33722222
Poland,POL,2015,42.8325
Poland,POL,2016,41.31824116
Qatar,QAT,1970,10.519335
Qatar,QAT,1971,10.519335
Qatar,QAT,1972,11.545101
Qatar,QAT,1973,16.53786
Qatar,QAT,1974,13.586166
Qatar,QAT,1975,20.965401
Qatar,QAT,1976,11.450898
Qatar,QAT,1977,16.234317
Qatar,QAT,1978,15.480693
Qatar,QAT,1979,45.657054
Qatar,QAT,1980,49.624047
Qatar,QAT,1981,45.248841
Qatar,QAT,1982,52.910685
Qatar,QAT,1983,54.794745
Qatar,QAT,1984,62.06931
Qatar,QAT,1985,57.14982
Qatar,QAT,1986,60.7086
Qatar,QAT,1987,58.71987
Qatar,QAT,1988,61.33662
Qatar,QAT,1989,64.8954
Qatar,QAT,1990,65.9421
Qatar,QAT,1991,79.86321
Qatar,QAT,1992,132.09354
Qatar,QAT,1993,141.3045
Qatar,QAT,1994,141.3045
Qatar,QAT,1995,141.3045
Qatar,QAT,1996,143.3979
Qatar,QAT,1997,182.1258
Qatar,QAT,1998,204.94386
Qatar,QAT,1999,230.79735
Qatar,QAT,2000,260.6283
Qatar,QAT,2001,282.609
Qatar,QAT,2002,308.7765
Qatar,QAT,2003,328.6638
Qatar,QAT,2004,409.99239
Qatar,QAT,2005,479.3886
Qatar,QAT,2006,530.6769
Qatar,QAT,2007,661.5144
Qatar,QAT,2008,805.760127
Qatar,QAT,2009,934.7031
Qatar,QAT,2010,1372.904055
Qatar,QAT,2011,1520.555744
Qatar,QAT,2012,1643.8381
Qatar,QAT,2013,1858.9603
Qatar,QAT,2014,1821.851582
Qatar,QAT,2015,1868.066066
Qatar,QAT,2016,1897.12512
Romania,ROU,1970,244.23
Romania,ROU,1971,261.00046
Romania,ROU,1972,266.97828
Romania,ROU,1973,282.65552
Romania,ROU,1974,291.72692
Romania,ROU,1975,316.89424
Romania,ROU,1976,345.66686
Romania,ROU,1977,366.06588
Romania,ROU,1978,368.56633
Romania,ROU,1979,352.16803
Romania,ROU,1980,363.63521
Romania,ROU,1981,382.7433
Romania,ROU,1982,386.98825
Romania,ROU,1983,384.0226
Romania,ROU,1984,381.27792
Romania,ROU,1985,364.43768
Romania,ROU,1986,368.81056
Romania,ROU,1987,350.51657
Romania,ROU,1988,343.25945
Romania,ROU,1989,307.70654
Romania,ROU,1990,266.4527778
Romania,ROU,1991,233.2686111
Romania,ROU,1992,204.8233333
Romania,ROU,1993,194.9202778
Romania,ROU,1994,172.3986111
Romania,ROU,1995,168.0030556
Romania,ROU,1996,160.0755556
Romania,ROU,1997,138.4894444
Romania,ROU,1998,129.6688889
Romania,ROU,1999,130.1669444
Romania,ROU,2000,127.5591667
Romania,ROU,2001,125.3738889
Romania,ROU,2002,123.2661111
Romania,ROU,2003,121.2838889
Romania,ROU,2004,120.6897222
Romania,ROU,2005,112.8261111
Romania,ROU,2006,111.281527
Romania,ROU,2007,107.3770755
Romania,ROU,2008,105.0718979
Romania,ROU,2009,103.954415
Romania,ROU,2010,100.3083413
Romania,ROU,2011,100.7960965
Romania,ROU,2012,104.8967213
Romania,ROU,2013,100.079307
Romania,ROU,2014,101.943
Romania,ROU,2015,102.17225
Romania,ROU,2016,95.781
Russia,RUS,1985,4376.437422
Russia,RUS,1986,4764.616301
Russia,RUS,1987,5155.826347
Russia,RUS,1988,5586.820466
Russia,RUS,1989,5833.10282
Russia,RUS,1990,6176.003635
Russia,RUS,1991,6090.752051
Russia,RUS,1992,6100.224449
Russia,RUS,1993,5856.783815
Russia,RUS,1994,5752.587435
Russia,RUS,1995,5574.506348
Russia,RUS,1996,5689.122367
Russia,RUS,1997,5392.636303
Russia,RUS,1998,5575.453588
Russia,RUS,1999,5607.659742
Russia,RUS,2000,5531.880557
Russia,RUS,2001,5508.199561
Russia,RUS,2002,5639.865896
Russia,RUS,2003,5877.623091
Russia,RUS,2004,6000.764268
Russia,RUS,2005,6071.807255
Russia,RUS,2006,6229.475323
Russia,RUS,2007,6196.842911
Russia,RUS,2008,6298.197572
Russia,RUS,2009,5522.957557
Russia,RUS,2010,6163.609949
Russia,RUS,2011,6353.559003
Russia,RUS,2012,6199.334152
Russia,RUS,2013,6329.543632
Russia,RUS,2014,6089.121851
Russia,RUS,2015,6019.948716
Russia,RUS,2016,6064.491722
Saudi Arabia,SAU,1970,16.92165
Saudi Arabia,SAU,1971,14.11882
Saudi Arabia,SAU,1972,16.00288
Saudi Arabia,SAU,1973,18.8406
Saudi Arabia,SAU,1974,23.8415
Saudi Arabia,SAU,1975,28.36557
Saudi Arabia,SAU,1976,30.62179
Saudi Arabia,SAU,1977,43.08915
Saudi Arabia,SAU,1978,59.41767
Saudi Arabia,SAU,1979,72.95499
Saudi Arabia,SAU,1980,101.78576
Saudi Arabia,SAU,1981,118.67252
Saudi Arabia,SAU,1982,125.77845
Saudi Arabia,SAU,1983,122.82443
Saudi Arabia,SAU,1984,190.4994
Saudi Arabia,SAU,1985,196.7796
Saudi Arabia,SAU,1986,263.7684
Saudi Arabia,SAU,1987,280.5156
Saudi Arabia,SAU,1988,304.5897
Saudi Arabia,SAU,1989,311.9166
Saudi Arabia,SAU,1990,350.85384
Saudi Arabia,SAU,1991,368.12439
Saudi Arabia,SAU,1992,400.36275
Saudi Arabia,SAU,1993,419.09868
Saudi Arabia,SAU,1994,447.67359
Saudi Arabia,SAU,1995,449.34831
Saudi Arabia,SAU,1996,464.83947
Saudi Arabia,SAU,1997,474.57378
Saudi Arabia,SAU,1998,490.06494
Saudi Arabia,SAU,1999,483.5754
Saudi Arabia,SAU,2000,521.36127
Saudi Arabia,SAU,2001,561.97323
Saudi Arabia,SAU,2002,593.4789
Saudi Arabia,SAU,2003,628.64802
Saudi Arabia,SAU,2004,687.47256
Saudi Arabia,SAU,2005,745.66908
Saudi Arabia,SAU,2006,768.916287
Saudi Arabia,SAU,2007,778.95414
Saudi Arabia,SAU,2008,841.96548
Saudi Arabia,SAU,2009,821.13615
Saudi Arabia,SAU,2010,917.53722
Saudi Arabia,SAU,2011,965.68542
Saudi Arabia,SAU,2012,1039.68711
Saudi Arabia,SAU,2013,1047.01401
Saudi Arabia,SAU,2014,1071.61146
Saudi Arabia,SAU,2015,1093.27815
Saudi Arabia,SAU,2016,1144.851284
South & Central America,,1970,189.3936196
South & Central America,,1971,190.2929994
South & Central America,,1972,202.8919591
South & Central America,,1973,227.471779
South & Central America,,1974,234.8337281
South & Central America,,1975,239.5112679
South & Central America,,1976,273.4557076
South & Central America,,1977,293.694977
South & Central America,,1978,304.1255561
South & Central America,,1979,334.2093057
South & Central America,,1980,361.710345
South & Central America,,1981,369.8106055
South & Central America,,1982,403.3150636
South & Central America,,1983,422.6308413
South & Central America,,1984,457.3232699
South & Central America,,1985,468.1125073
South & Central America,,1986,514.6692352
South & Central America,,1987,521.9483635
South & Central America,,1988,567.1531834
South & Central America,,1989,592.647163
South & Central America,,1990,615.1884131
South & Central America,,1991,631.9475589
South & Central America,,1992,641.1034004
South & Central America,,1993,668.0890809
South & Central America,,1994,712.8909567
South & Central America,,1995,776.9622951
South & Central America,,1996,845.9641214
South & Central America,,1997,886.6849825
South & Central America,,1998,938.4426885
South & Central America,,1999,960.3587709
South & Central America,,2000,1065.710267
South & Central America,,2001,1114.123308
South & Central America,,2002,1153.59153
South & Central America,,2003,1260.887108
South & Central America,,2004,1408.175095
South & Central America,,2005,1470.639393
South & Central America,,2006,1613.074326
South & Central America,,2007,1696.992869
South & Central America,,2008,1706.437827
South & Central America,,2009,1651.599859
South & Central America,,2010,1739.500256
South & Central America,,2011,1747.257602
South & Central America,,2012,1815.46008
South & Central America,,2013,1838.528147
South & Central America,,2014,1851.526966
South & Central America,,2015,1862.946533
South & Central America,,2016,1852.658507
Syria,SYR,1970,0
Syria,SYR,1971,0
Syria,SYR,1972,0
Syria,SYR,1973,0
Syria,SYR,1974,0
Syria,SYR,1975,0
Syria,SYR,1976,0.314
Syria,SYR,1977,0.3495
Syria,SYR,1978,0.337
Syria,SYR,1979,0.3475
Syria,SYR,1980,0.46775
Syria,SYR,1981,0.472
Syria,SYR,1982,0.4925
Syria,SYR,1983,0.7475
Syria,SYR,1984,1.2625
Syria,SYR,1985,1.5
Syria,SYR,1986,3.79275
Syria,SYR,1987,3.73425
Syria,SYR,1988,8.8335
Syria,SYR,1989,14.45925
Syria,SYR,1990,15.92175
Syria,SYR,1991,18.5835
Syria,SYR,1992,19.222
Syria,SYR,1993,19.025
Syria,SYR,1994,20.623
Syria,SYR,1995,26.0055
Syria,SYR,1996,27.7095
Syria,SYR,1997,42.978
Syria,SYR,1998,54.19375
Syria,SYR,1999,53.7225
Syria,SYR,2000,53.7225
Syria,SYR,2001,55.042
Syria,SYR,2002,60.8855
Syria,SYR,2003,64.56125
Syria,SYR,2004,59.3775
Syria,SYR,2005,57.4925
Syria,SYR,2006,58.90625
Syria,SYR,2007,56.55
Syria,SYR,2008,55.6075
Syria,SYR,2009,61.35675
Syria,SYR,2010,84.2595
Syria,SYR,2011,74.17475
Syria,SYR,2012,60.79125
Syria,SYR,2013,49.9525
Syria,SYR,2014,46.1825
Syria,SYR,2015,42.554
Syria,SYR,2016,37.70594838
Thailand,THA,1970,0
Thailand,THA,1971,0
Thailand,THA,1972,0
Thailand,THA,1973,0
Thailand,THA,1974,0
Thailand,THA,1975,0
Thailand,THA,1976,0
Thailand,THA,1977,0
Thailand,THA,1978,0
Thailand,THA,1979,0
Thailand,THA,1980,0
Thailand,THA,1981,2.756449961
