Entity,Code,Year,Oil Production - Tonnes (terawatt-hours)
Non-OECD,,1978,27497.34582
Non-OECD,,1979,28500.45587
Non-OECD,,1980,26419.55706
Non-OECD,,1981,24119.45131
Non-OECD,,1982,22312.4611
Non-OECD,,1983,21623.7206
Non-OECD,,1984,21782.05942
Non-OECD,,1985,21376.46434
Non-OECD,,1986,23333.3986
Non-OECD,,1987,23435.20246
Non-OECD,,1988,24931.80391
Non-OECD,,1989,25778.22216
Non-OECD,,1990,26537.30248
Non-OECD,,1991,26127.59556
Non-OECD,,1992,26362.61756
Non-OECD,,1993,26356.92335
Non-OECD,,1994,26461.90594
Non-OECD,,1995,26866.70677
Non-OECD,,1996,27634.00655
Non-OECD,,1997,28631.96679
Non-OECD,,1998,29487.2597
Non-OECD,,1999,29001.05352
Non-OECD,,2000,30379.35298
Non-OECD,,2001,30474.01031
Non-OECD,,2002,30250.14344
Non-OECD,,2003,31948.32732
Non-OECD,,2004,34129.12294
Non-OECD,,2005,35019.4863
Non-OECD,,2006,35593.23646
Non-OECD,,2007,35633.86872
Non-OECD,,2008,36421.11032
Non-OECD,,2009,35287.47928
Non-OECD,,2010,36284.19351
Non-OECD,,2011,36644.99163
Non-OECD,,2012,37382.93597
Non-OECD,,2013,36884.13932
Non-OECD,,2014,37033.76109
Non-OECD,,2015,38065.43062
Non-OECD,,2016,38639.78646
Non-OPEC,,1965,10107.83373
Non-OPEC,,1966,10846.47166
Non-OPEC,,1967,11715.45937
Non-OPEC,,1968,12569.15861
Non-OPEC,,1969,13214.72817
Non-OPEC,,1970,14263.87646
Non-OPEC,,1971,14731.84313
Non-OPEC,,1972,15397.70482
Non-OPEC,,1973,16075.52597
Non-OPEC,,1974,16327.46867
Non-OPEC,,1975,16731.62447
Non-OPEC,,1976,17467.50372
Non-OPEC,,1977,18519.53644
Non-OPEC,,1978,19635.88195
Non-OPEC,,1979,20414.20448
Non-OPEC,,1980,20985.93533
Non-OPEC,,1981,21334.39972
Non-OPEC,,1982,21865.56482
Non-OPEC,,1983,22497.02122
Non-OPEC,,1984,23384.79333
Non-OPEC,,1985,23549.22349
Non-OPEC,,1986,23723.65694
Non-OPEC,,1987,23979.35178
Non-OPEC,,1988,24036.73373
Non-OPEC,,1989,23625.38309
Non-OPEC,,1990,23449.02647
Non-OPEC,,1991,23273.73683
Non-OPEC,,1992,22718.41519
Non-OPEC,,1993,22340.89174
Non-OPEC,,1994,22589.44114
Non-OPEC,,1995,22897.11256
Non-OPEC,,1996,23481.81386
Non-OPEC,,1997,23867.69406
Non-OPEC,,1998,23939.55594
Non-OPEC,,1999,23841.45159
Non-OPEC,,2000,24492.98716
Non-OPEC,,2001,24797.44507
Non-OPEC,,2002,25459.68919
Non-OPEC,,2003,25890.87192
Non-OPEC,,2004,26268.12562
Non-OPEC,,2005,26134.44547
Non-OPEC,,2006,26201.3588
Non-OPEC,,2007,26273.4498
Non-OPEC,,2008,26081.06392
Non-OPEC,,2009,26333.55189
Non-OPEC,,2010,26848.51118
Non-OPEC,,2011,26753.0234
Non-OPEC,,2012,27172.77815
Non-OPEC,,2013,27834.07459
Non-OPEC,,2014,29030.18477
Non-OPEC,,2015,29729.16139
Non-OPEC,,2016,29286.7614
North America,,1965,5694.309833
North America,,1966,6062.027677
North America,,1967,6482.405359
North America,,1968,6767.500882
North America,,1969,6937.699443
North America,,1970,7300.578344
North America,,1971,7270.598497
North America,,1972,7439.695348
North America,,1973,7452.809724
North America,,1974,7189.771176
North America,,1975,6879.155414
North America,,1976,6722.816994
North America,,1977,6893.610406
North America,,1978,7281.401617
North America,,1979,7488.85714
North America,,1980,7799.668606
North America,,1981,7933.446864
North America,,1982,8214.274442
North America,,1983,8241.572645
North America,,1984,8469.704524
North America,,1985,8492.740349
North America,,1986,8198.536708
North America,,1987,8147.860492
North America,,1988,8104.340358
North America,,1989,7730.679543
North America,,1990,7612.344394
North America,,1991,7779.638596
North America,,1992,7713.287362
North America,,1993,7589.3243
North America,,1994,7540.478945
North America,,1995,7509.181552
North America,,1996,7674.301618
North America,,1997,7795.282933
North America,,1998,7753.623635
North America,,1999,7432.906348
North America,,2000,7472.153373
North America,,2001,7514.375338
North America,,2002,7586.96222
North America,,2003,7687.00035
North America,,2004,7677.730497
North America,,2005,7416.773761
North America,,2006,7415.787453
North America,,2007,7357.572251
North America,,2008,7117.890419
North America,,2009,7232.389321
North America,,2010,7426.714474
North America,,2011,7667.073949
North America,,2012,8369.227831
North America,,2013,9115.912018
North America,,2014,10109.07679
North America,,2015,10563.08557
North America,,2016,10264.89912
Norway,NOR,1971,3.405040107
Norway,NOR,1972,18.77902941
Norway,NOR,1973,18.1602139
Norway,NOR,1974,19.86273396
Norway,NOR,1975,107.2587634
Norway,NOR,1976,158.7681578
Norway,NOR,1977,162.8744184
Norway,NOR,1978,202.0323797
Norway,NOR,1979,226.7794159
Norway,NOR,1980,291.3272011
Norway,NOR,1981,282.5199224
Norway,NOR,1982,293.4425344
Norway,NOR,1983,365.1545708
Norway,NOR,1984,418.153937
Norway,NOR,1985,456.0218494
Norway,NOR,1986,500.4859981
Norway,NOR,1987,582.8406765
Norway,NOR,1988,662.6720749
Norway,NOR,1989,871.1927146
Norway,NOR,1990,955.3236889
Norway,NOR,1991,1091.385308
Norway,NOR,1992,1243.255171
Norway,NOR,1993,1327.312623
Norway,NOR,1994,1495.419839
Norway,NOR,1995,1609.588363
Norway,NOR,1996,1798.745442
Norway,NOR,1997,1816.930829
Norway,NOR,1998,1739.85045
Norway,NOR,1999,1740.705146
Norway,NOR,2000,1869.346421
Norway,NOR,2001,1889.756157
Norway,NOR,2002,1836.629149
Norway,NOR,2003,1789.289481
Norway,NOR,2004,1747.601815
Norway,NOR,2005,1613.434492
Norway,NOR,2006,1500.805558
Norway,NOR,2007,1379.340146
Norway,NOR,2008,1334.589073
Norway,NOR,2009,1264.020565
Norway,NOR,2010,1149.611396
Norway,NOR,2011,1090.626312
Norway,NOR,2012,1014.905121
Norway,NOR,2013,967.5183342
Norway,NOR,2014,992.3111333
Norway,NOR,2015,1023.697033
Norway,NOR,2016,1051.598937
OECD,,1965,5996.474853
OECD,,1966,6363.113449
OECD,,1967,6794.79592
OECD,,1968,7095.619948
OECD,,1969,7271.985605
OECD,,1970,7702.729881
OECD,,1971,7740.046778
OECD,,1972,7927.712488
OECD,,1973,7987.93366
OECD,,1974,7724.959244
OECD,,1975,7525.040363
OECD,,1976,7542.22449
OECD,,1977,8029.077794
OECD,,1978,8635.176274
OECD,,1979,9148.491487
OECD,,1980,9538.853387
OECD,,1981,9768.664564
OECD,,1982,10247.61975
OECD,,1983,10509.92683
OECD,,1984,10997.39001
OECD,,1985,11148.82459
OECD,,1986,10875.21028
OECD,,1987,10900.47352
OECD,,1988,10825.19551
OECD,,1989,10373.28769
OECD,,1990,10393.65032
OECD,,1991,10688.69973
OECD,,1992,10798.47901
OECD,,1993,10795.64802
OECD,,1994,11263.49488
OECD,,1995,11349.6923
OECD,,1996,11722.5629
OECD,,1997,11872.20181
OECD,,1998,11778.37136
OECD,,1999,11513.34358
OECD,,2000,11695.24155
OECD,,2001,11599.42311
OECD,,2002,11645.23111
OECD,,2003,11526.28446
OECD,,2004,11310.77801
OECD,,2005,10774.10915
OECD,,2006,10517.19465
OECD,,2007,10342.16992
OECD,,2008,9977.712581
OECD,,2009,9928.083115
OECD,,2010,9963.06133
OECD,,2011,9967.387943
OECD,,2012,10491.12849
OECD,,2013,11092.87669
OECD,,2014,12117.30285
OECD,,2015,12635.08389
OECD,,2016,12327.43971
OPEC,,1965,8126.77788
OPEC,,1966,8951.562959
OPEC,,1967,9527.857526
OPEC,,1968,10607.09282
OPEC,,1969,11713.10378
OPEC,,1970,13159.35417
OPEC,,1971,14298.66523
OPEC,,1972,15312.80502
OPEC,,1973,17318.1374
OPEC,,1974,17160.49946
OPEC,,1975,15112.81738
OPEC,,1976,17106.63595
OPEC,,1977,17266.36284
OPEC,,1978,16496.64014
OPEC,,1979,17234.74288
OPEC,,1980,14972.47513
OPEC,,1981,12553.71616
OPEC,,1982,10694.51604
OPEC,,1983,9636.626213
OPEC,,1984,9394.65609
OPEC,,1985,8976.065437
OPEC,,1986,10484.95195
OPEC,,1987,10356.3242
OPEC,,1988,11720.26568
OPEC,,1989,12526.12676
OPEC,,1990,13481.92633
OPEC,,1991,13542.55847
OPEC,,1992,14442.68138
OPEC,,1993,14811.67964
OPEC,,1994,15135.95968
OPEC,,1995,15319.28651
OPEC,,1996,15874.75559
OPEC,,1997,16636.47455
OPEC,,1998,17326.07513
OPEC,,1999,16672.94551
OPEC,,2000,17581.60737
OPEC,,2001,17275.98834
OPEC,,2002,16435.68537
OPEC,,2003,17583.73985
OPEC,,2004,19171.77533
OPEC,,2005,19659.14998
OPEC,,2006,19909.0723
OPEC,,2007,19702.58885
OPEC,,2008,20317.75898
OPEC,,2009,18882.0105
OPEC,,2010,19398.74365
OPEC,,2011,19859.35617
OPEC,,2012,20701.2863
OPEC,,2013,20142.94142
OPEC,,2014,20120.87917
OPEC,,2015,20971.35313
OPEC,,2016,21680.46477
Oman,OMN,1967,32.83068521
Oman,OMN,1968,139.1907436
Oman,OMN,1969,188.3444573
Oman,OMN,1970,191.2243419
Oman,OMN,1971,169.3372185
Oman,OMN,1972,162.8704966
Oman,OMN,1973,168.7612415
Oman,OMN,1974,167.0333107
Oman,OMN,1975,196.4081343
Oman,OMN,1976,211.9626676
Oman,OMN,1977,195.8321574
Oman,OMN,1978,180.8567571
Oman,OMN,1979,169.9131954
Oman,OMN,1980,164.1819447
Oman,OMN,1981,189.6523221
Oman,OMN,1982,194.2601376
Oman,OMN,1983,224.7869151
Oman,OMN,1984,241.3636999
Oman,OMN,1985,288.3002888
Oman,OMN,1986,324.0108586
Oman,OMN,1987,337.4142391
Oman,OMN,1988,359.7081949
Oman,OMN,1989,372.860654
Oman,OMN,1990,398.2036391
Oman,OMN,1991,410.7192207
Oman,OMN,1992,430.7474541
Oman,OMN,1993,451.091728
Oman,OMN,1994,470.4649107
Oman,OMN,1995,497.8476486
Oman,OMN,1996,515.9607084
Oman,OMN,1997,522.3028348
Oman,OMN,1998,519.998927
Oman,OMN,1999,519.8326198
Oman,OMN,2000,546.8980701
Oman,OMN,2001,545.3919432
Oman,OMN,2002,511.8564195
Oman,OMN,2003,467.8142151
Oman,OMN,2004,446.9356202
Oman,OMN,2005,441.9325553
Oman,OMN,2006,420.7687372
Oman,OMN,2007,405.164074
Oman,OMN,2008,431.1352546
Oman,OMN,2009,461.2415605
Oman,OMN,2010,490.8049141
Oman,OMN,2011,502.5687513
Oman,OMN,2012,523.3462969
Oman,OMN,2013,535.9359218
Oman,OMN,2014,537.5264857
Oman,OMN,2015,558.5996723
Oman,OMN,2016,573.5469927
Other Africa,,1965,1.19789
Other Africa,,1966,1.19789
Other Africa,,1967,1.15137
Other Africa,,1968,1.03507
Other Africa,,1969,0.67454
Other Africa,,1970,0.51172
Other Africa,,1971,0.26749
Other Africa,,1972,0.32564
Other Africa,,1973,0.48846
Other Africa,,1974,0.29075
Other Africa,,1975,0.2326
Other Africa,,1976,14.72204637
Other Africa,,1977,14.10904313
Other Africa,,1978,18.04362549
Other Africa,,1979,32.24864808
Other Africa,,1980,45.61222099
Other Africa,,1981,70.05777808
Other Africa,,1982,87.76183313
Other Africa,,1983,95.75483819
Other Africa,,1984,120.9612018
Other Africa,,1985,141.9736084
Other Africa,,1986,136.8664409
Other Africa,,1987,128.6773234
Other Africa,,1988,124.4903316
Other Africa,,1989,115.2166208
Other Africa,,1990,111.7071213
Other Africa,,1991,103.5354488
Other Africa,,1992,96.22246643
Other Africa,,1993,96.91434919
Other Africa,,1994,91.26811427
Other Africa,,1995,91.22057185
Other Africa,,1996,100.0786176
Other Africa,,1997,109.3148949
Other Africa,,1998,97.06711383
Other Africa,,1999,87.20615603
Other Africa,,2000,84.32209963
Other Africa,,2001,79.00822687
Other Africa,,2002,78.94563489
Other Africa,,2003,81.19070349
Other Africa,,2004,100.2057112
Other Africa,,2005,102.5996587
Other Africa,,2006,132.3976083
Other Africa,,2007,111.2037392
Other Africa,,2008,107.2426423
Other Africa,,2009,105.5087547
Other Africa,,2010,88.64072784
Other Africa,,2011,120.2606687
Other Africa,,2012,118.6765145
Other Africa,,2013,133.1653404
Other Africa,,2014,136.0632692
Other Africa,,2015,147.0114625
Other Africa,,2016,134.7741316
Other Asia Pacific,,1965,19.52454753
Other Asia Pacific,,1966,18.98122612
Other Asia Pacific,,1967,17.30116676
Other Asia Pacific,,1968,19.63330857
Other Asia Pacific,,1969,20.27146113
Other Asia Pacific,,1970,21.8627684
Other Asia Pacific,,1971,23.51423698
Other Asia Pacific,,1972,24.64981405
Other Asia Pacific,,1973,26.07161473
Other Asia Pacific,,1974,26.22200237
Other Asia Pacific,,1975,26.33108624
Other Asia Pacific,,1976,34.22581424
Other Asia Pacific,,1977,39.88085498
Other Asia Pacific,,1978,39.64102193
Other Asia Pacific,,1979,51.12907325
Other Asia Pacific,,1980,42.83319979
Other Asia Pacific,,1981,42.50661936
Other Asia Pacific,,1982,46.66931601
Other Asia Pacific,,1983,49.56381982
Other Asia Pacific,,1984,56.18947775
Other Asia Pacific,,1985,66.38489461
Other Asia Pacific,,1986,67.61833014
Other Asia Pacific,,1987,64.00786061
Other Asia Pacific,,1988,66.30096223
Other Asia Pacific,,1989,71.12745718
Other Asia Pacific,,1990,76.80457728
Other Asia Pacific,,1991,78.52136816
Other Asia Pacific,,1992,109.7602331
Other Asia Pacific,,1993,148.5315318
Other Asia Pacific,,1994,138.847859
Other Asia Pacific,,1995,122.8875306
Other Asia Pacific,,1996,131.1063557
Other Asia Pacific,,1997,121.0276159
Other Asia Pacific,,1998,115.4773133
Other Asia Pacific,,1999,116.2794126
Other Asia Pacific,,2000,105.7062318
Other Asia Pacific,,2001,102.6979538
Other Asia Pacific,,2002,104.0708652
Other Asia Pacific,,2003,102.4292919
Other Asia Pacific,,2004,120.9344881
Other Asia Pacific,,2005,143.7918802
Other Asia Pacific,,2006,152.406737
Other Asia Pacific,,2007,162.008257
Other Asia Pacific,,2008,173.1498578
Other Asia Pacific,,2009,167.464479
Other Asia Pacific,,2010,160.1433833
Other Asia Pacific,,2011,151.6471476
Other Asia Pacific,,2012,146.177179
Other Asia Pacific,,2013,139.4391019
Other Asia Pacific,,2014,150.9766731
Other Asia Pacific,,2015,153.5428615
Other Asia Pacific,,2016,144.4894203
Other Europe & Eurasia,,1965,277.06149
Other Europe & Eurasia,,1966,286.36549
Other Europe & Eurasia,,1967,298.28624
Other Europe & Eurasia,,1968,305.55499
Other Europe & Eurasia,,1969,311.93986
Other Europe & Eurasia,,1970,309.98602
Other Europe & Eurasia,,1971,298.56536
Other Europe & Eurasia,,1972,296.14632
Other Europe & Eurasia,,1973,297.42562
Other Europe & Eurasia,,1974,296.30914
Other Europe & Eurasia,,1975,292.85503
Other Europe & Eurasia,,1976,285.0513
Other Europe & Eurasia,,1977,276.16598
Other Europe & Eurasia,,1978,280.7482
Other Europe & Eurasia,,1979,292.11071
Other Europe & Eurasia,,1980,277.4918
Other Europe & Eurasia,,1981,267.51326
Other Europe & Eurasia,,1982,279.84106
Other Europe & Eurasia,,1983,301.6822
Other Europe & Eurasia,,1984,303.69419
Other Europe & Eurasia,,1985,424.80901
Other Europe & Eurasia,,1986,428.08867
Other Europe & Eurasia,,1987,415.38871
Other Europe & Eurasia,,1988,403.99131
Other Europe & Eurasia,,1989,389.43055
Other Europe & Eurasia,,1990,385.61591
Other Europe & Eurasia,,1991,384.73203
Other Europe & Eurasia,,1992,363.82129
Other Europe & Eurasia,,1993,337.02577
Other Europe & Eurasia,,1994,341.133486
Other Europe & Eurasia,,1995,321.168265
Other Europe & Eurasia,,1996,305.39217
Other Europe & Eurasia,,1997,291.597827
Other Europe & Eurasia,,1998,281.415762
Other Europe & Eurasia,,1999,263.750955
Other Europe & Eurasia,,2000,259.652543
Other Europe & Eurasia,,2001,258.456979
Other Europe & Eurasia,,2002,274.331929
Other Europe & Eurasia,,2003,278.843206
Other Europe & Eurasia,,2004,272.4651396
Other Europe & Eurasia,,2005,256.0401385
Other Europe & Eurasia,,2006,252.3015922
Other Europe & Eurasia,,2007,251.5508291
Other Europe & Eurasia,,2008,239.6102965
Other Europe & Eurasia,,2009,231.1367716
Other Europe & Eurasia,,2010,222.9200486
Other Europe & Eurasia,,2011,223.8278864
Other Europe & Eurasia,,2012,222.7754877
Other Europe & Eurasia,,2013,227.6655189
Other Europe & Eurasia,,2014,223.2835675
Other Europe & Eurasia,,2015,218.0686515
Other Europe & Eurasia,,2016,211.4148245
Other Middle East,,1965,35.42745852
Other Middle East,,1966,38.18745454
Other Middle East,,1967,42.36154415
Other Middle East,,1968,45.38026
Other Middle East,,1969,45.23625137
Other Middle East,,1970,45.57891057
Other Middle East,,1971,44.21556316
Other Middle East,,1972,41.136473
Other Middle East,,1973,39.88171675
Other Middle East,,1974,39.31459855
Other Middle East,,1975,35.78628533
Other Middle East,,1976,34.163125
Other Middle East,,1977,33.94653373
Other Middle East,,1978,32.18005112
Other Middle East,,1979,29.81621231
Other Middle East,,1980,30.89052321
Other Middle East,,1981,29.95589613
Other Middle East,,1982,28.74490172
Other Middle East,,1983,27.58391632
Other Middle East,,1984,27.63821376
Other Middle East,,1985,27.58740532
Other Middle East,,1986,27.78046332
Other Middle East,,1987,28.29567232
Other Middle East,,1988,28.94426276
Other Middle East,,1989,28.78138052
Other Middle East,,1990,28.22240332
Other Middle East,,1991,28.83217625
Other Middle East,,1992,29.05190041
Other Middle East,,1993,28.57441605
Other Middle East,,1994,27.94333285
Other Middle East,,1995,27.98985285
Other Middle East,,1996,27.08406431
Other Middle East,,1997,27.01143368
Other Middle East,,1998,26.42105548
Other Middle East,,1999,25.84695927
Other Middle East,,2000,26.5064967
Other Middle East,,2001,25.85203439
Other Middle East,,2002,26.44008659
Other Middle East,,2003,26.31046188
Other Middle East,,2004,26.49366208
Other Middle East,,2005,105.5935434
Other Middle East,,2006,104.0235236
Other Middle East,,2007,110.9172759
Other Middle East,,2008,110.4277514
Other Middle East,,2009,109.8517928
Other Middle East,,2010,109.8471276
Other Middle East,,2011,115.1037561
Other Middle East,,2012,105.2248712
Other Middle East,,2013,119.5378526
Other Middle East,,2014,122.6606955
Other Middle East,,2015,121.9766654
Other Middle East,,2016,117.5939696
Other South & Central America,,1965,25.6556018
Other South & Central America,,1966,29.37674176
Other South & Central America,,1967,41.76048996
Other South & Central America,,1968,45.36690624
Other South & Central America,,1969,44.86210608
Other South & Central America,,1970,34.37227257
Other South & Central America,,1971,42.42955295
Other South & Central America,,1972,46.4141481
Other South & Central America,,1973,46.46170774
Other South & Central America,,1974,44.26016077
Other South & Central America,,1975,40.22623516
Other South & Central America,,1976,40.27688567
Other South & Central America,,1977,35.0157274
Other South & Central America,,1978,33.91818401
Other South & Central America,,1979,34.36361724
Other South & Central America,,1980,42.28008462
Other South & Central America,,1981,45.90731025
Other South & Central America,,1982,53.05428074
Other South & Central America,,1983,52.8502952
Other South & Central America,,1984,51.17388344
Other South & Central America,,1985,49.41913794
Other South & Central America,,1986,48.51855132
Other South & Central America,,1987,46.45475622
Other South & Central America,,1988,41.62325172
Other South & Central America,,1989,41.04248445
Other South & Central America,,1990,41.60179314
Other South & Central America,,1991,41.5899999
Other South & Central America,,1992,41.41701287
Other South & Central America,,1993,45.56128683
Other South & Central America,,1994,49.62799275
Other South & Central America,,1995,53.85684705
Other South & Central America,,1996,57.71045233
Other South & Central America,,1997,61.42761311
Other South & Central America,,1998,71.70561369
Other South & Central America,,1999,71.98756911
Other South & Central America,,2000,76.09430959
Other South & Central America,,2001,79.96295556
Other South & Central America,,2002,90.88785055
Other South & Central America,,2003,91.05886616
Other South & Central America,,2004,86.44199887
Other South & Central America,,2005,85.2548291
Other South & Central America,,2006,81.5769121
Other South & Central America,,2007,82.40455744
Other South & Central America,,2008,82.14989294
Other South & Central America,,2009,76.38055527
Other South & Central America,,2010,79.70454301
Other South & Central America,,2011,81.03287872
Other South & Central America,,2012,84.42058281
Other South & Central America,,2013,86.79562372
Other South & Central America,,2014,89.77504542
Other South & Central America,,2015,87.25685634
Other South & Central America,,2016,80.97471809
Peru,PER,1965,39.47413997
Peru,PER,1966,39.47413997
Peru,PER,1967,44.33245185
Peru,PER,1968,46.28076899
Peru,PER,1969,44.93974083
Peru,PER,1970,44.93974083
Peru,PER,1971,38.44235599
Peru,PER,1972,40.37453588
Peru,PER,1973,43.90795685
Peru,PER,1974,47.55169075
Peru,PER,1975,44.14930187
Peru,PER,1976,46.70607002
Peru,PER,1977,55.68779257
Peru,PER,1978,92.12513162
Peru,PER,1979,117.02398
Peru,PER,1980,119.171452
Peru,PER,1981,117.631269
Peru,PER,1982,118.8458469
Peru,PER,1983,103.8464163
Peru,PER,1984,112.4729713
Peru,PER,1985,114.594824
Peru,PER,1986,108.5219342
Peru,PER,1987,100.0198884
Peru,PER,1988,86.28800135
Peru,PER,1989,79.37206295
Peru,PER,1990,78.76477397
Peru,PER,1991,70.26272819
Peru,PER,1992,71.06418161
Peru,PER,1993,76.94290702
Peru,PER,1994,77.550196
Peru,PER,1995,74.51375108
Peru,PER,1996,73.49999276
Peru,PER,1997,72.45053911
Peru,PER,1998,69.83858919
Peru,PER,1999,64.4244841
Peru,PER,2000,59.82071182
Peru,PER,2001,58.50567035
Peru,PER,2002,58.52074632
Peru,PER,2003,54.83372772
Peru,PER,2004,54.54265523
Peru,PER,2005,61.89304997
Peru,PER,2006,64.43106855
Peru,PER,2007,63.79315375
Peru,PER,2008,66.30550914
Peru,PER,2009,75.75610362
Peru,PER,2010,80.83966521
Peru,PER,2011,78.34848736
Peru,PER,2012,78.2309446
Peru,PER,2013,82.91079931
Peru,PER,2014,84.88320121
Peru,PER,2015,72.24663536
Peru,PER,2016,64.91944283
Qatar,QAT,1965,134.9699581
Qatar,QAT,1966,168.5676301
Qatar,QAT,1967,187.6835469
Qatar,QAT,1968,197.4914644
Qatar,QAT,1969,206.2201935
Qatar,QAT,1970,210.2750849
Qatar,QAT,1971,249.0861888
Qatar,QAT,1972,279.9731936
Qatar,QAT,1973,330.1840177
Qatar,QAT,1974,300.0619669
Qatar,QAT,1975,253.1410802
Qatar,QAT,1976,282.8774798
Qatar,QAT,1977,251.9825398
Qatar,QAT,1978,280.3667799
Qatar,QAT,1979,293.1107245
Qatar,QAT,1980,275.3166339
Qatar,QAT,1981,240.6985536
Qatar,QAT,1982,196.2691977
Qatar,QAT,1983,178.5045907
Qatar,QAT,1984,199.4200556
Qatar,QAT,1985,178.1462905
Qatar,QAT,1986,200.8679883
Qatar,QAT,1987,177.6041401
Qatar,QAT,1988,205.2370444
Qatar,QAT,1989,228.9963685
Qatar,QAT,1990,245.6507038
Qatar,QAT,1991,237.2872907
Qatar,QAT,1992,274.475236
Qatar,QAT,1993,253.6878205
Qatar,QAT,1994,248.2811383
Qatar,QAT,1995,253.8971605
Qatar,QAT,1996,315.2198671
Qatar,QAT,1997,386.9645231
Qatar,QAT,1998,390.2061311
Qatar,QAT,1999,398.6554145
Qatar,QAT,2000,467.8606148
Qatar,QAT,2001,465.7838005
Qatar,QAT,2002,434.6354167
Qatar,QAT,2003,509.8177577
Qatar,QAT,2004,581.3701612
Qatar,QAT,2005,612.200379
Qatar,QAT,2006,660.263628
Qatar,QAT,2007,669.5083842
Qatar,QAT,2008,751.9079908
Qatar,QAT,2009,727.5307781
Qatar,QAT,2010,827.1536547
Qatar,QAT,2011,907.2878485
Qatar,QAT,2012,956.0535554
Qatar,QAT,2013,933.7279046
Qatar,QAT,2014,923.8451948
Qatar,QAT,2015,920.110162
Qatar,QAT,2016,923.921721
Republic of Congo,,1965,0.82573
Republic of Congo,,1966,0.72106
Republic of Congo,,1967,0.5815
Republic of Congo,,1968,0.50009
Republic of Congo,,1969,0.27912
Republic of Congo,,1970,0.22097
Republic of Congo,,1971,0.16282
Republic of Congo,,1972,3.90768
Republic of Congo,,1973,24.31833
Republic of Congo,,1974,28.55165
Republic of Congo,,1975,20.80607
Republic of Congo,,1976,24.423
Republic of Congo,,1977,19.06157
Republic of Congo,,1978,28.2609
Republic of Congo,,1979,32.12206
Republic of Congo,,1980,36.84384
Republic of Congo,,1981,47.69463
Republic of Congo,,1982,52.95139
Republic of Congo,,1983,62.39495
Republic of Congo,,1984,70.07075
Republic of Congo,,1985,69.04731
Republic of Congo,,1986,69.21013
Republic of Congo,,1987,73.46671
Republic of Congo,,1988,81.85194
Republic of Congo,,1989,92.59806
Republic of Congo,,1990,93.37727
Republic of Congo,,1991,93.66802
Republic of Congo,,1992,100.45994
Republic of Congo,,1993,110.92694
Republic of Congo,,1994,111.20606
Republic of Congo,,1995,107.77521
Republic of Congo,,1996,120.47517
Republic of Congo,,1997,134.74518
Republic of Congo,,1998,158.15637
Republic of Congo,,1999,159.644895
Republic of Congo,,2000,157.2127563
Republic of Congo,,2001,145.8896609
Republic of Congo,,2002,140.1275941
Republic of Congo,,2003,128.0038912
Republic of Congo,,2004,133.398547
Republic of Congo,,2005,146.158007
Republic of Congo,,2006,165.1391091
Republic of Congo,,2007,133.5597579
Republic of Congo,,2008,141.8599613
Republic of Congo,,2009,163.8984271
Republic of Congo,,2010,186.5655008
Republic of Congo,,2011,178.1521782
Republic of Congo,,2012,166.238667
Republic of Congo,,2013,146.5468839
Republic of Congo,,2014,155.6588555
Republic of Congo,,2015,150.3697558
Republic of Congo,,2016,138.9739267
Romania,ROU,1965,149.10823
Romania,ROU,1966,152.06225
Romania,ROU,1967,156.49328
Romania,ROU,1968,157.41205
Romania,ROU,1969,157.53998
Romania,ROU,1970,159.06351
Romania,ROU,1971,163.90159
Romania,ROU,1972,167.79764
Romania,ROU,1973,170.22831
Romania,ROU,1974,172.54268
Romania,ROU,1975,174.2174
Romania,ROU,1976,175.4967
Romania,ROU,1977,174.9152
Romania,ROU,1978,164.14582
Romania,ROU,1979,147.85219
Romania,ROU,1980,139.57163
Romania,ROU,1981,141.11842
Romania,ROU,1982,142.25816
Romania,ROU,1983,140.52529
Romania,ROU,1984,138.89709
Romania,ROU,1985,130.81424
Romania,ROU,1986,123.91765
Romania,ROU,1987,116.69542
Romania,ROU,1988,114.42757
Romania,ROU,1989,111.91549
Romania,ROU,1990,94.62168
Romania,ROU,1991,81.50304
Romania,ROU,1992,79.39801
Romania,ROU,1993,80.58427
Romania,ROU,1994,81.10762
Romania,ROU,1995,80.84013
Romania,ROU,1996,79.68876
Romania,ROU,1997,78.5025
Romania,ROU,1998,76.21139
Romania,ROU,1999,74.18777
Romania,ROU,2000,73.11781
Romania,ROU,2001,72.54794
Romania,ROU,2002,70.61736
Romania,ROU,2003,68.5007
Romania,ROU,2004,66.34915
Romania,ROU,2005,63.23231
Romania,ROU,2006,58.10348
Romania,ROU,2007,55.18435
Romania,ROU,2008,54.88197
Romania,ROU,2009,52.31174
Romania,ROU,2010,49.85781
Romania,ROU,2011,49.10186
Romania,ROU,2012,46.31066
Romania,ROU,2013,48.04353
Romania,ROU,2014,47.12476
Romania,ROU,2015,46.55489
Romania,ROU,2016,44.21726
Russia,RUS,1985,6307.01878
Russia,RUS,1986,6526.54666
Russia,RUS,1987,6623.06403
Russia,RUS,1988,6614.89977
Russia,RUS,1989,6422.38838
Russia,RUS,1990,5999.81233
Russia,RUS,1991,5372.40872
Russia,RUS,1992,4638.1603
Russia,RUS,1993,4127.19625
Russia,RUS,1994,3693.43214
Russia,RUS,1995,3614.01087
Russia,RUS,1996,3522.41299
Russia,RUS,1997,3575.2946
Russia,RUS,1998,3539.4742
Russia,RUS,1999,3544.45184
Russia,RUS,2000,3799.11669
Russia,RUS,2001,4090.218098
