country,Count,year,Type
U.K.,1.0,1993,In-Land
Yugoslavia/Croatia,0.0,1993,In-Land
Oth Eur,1.0,1993,In-Land
Abu Dhabi*,8.0,1993,In-Land
Dubai*,2.0,1993,In-Land
Egypt,5.0,1993,In-Land
Iran*,42.0,1993,In-Land
Iraq*,0.0,1993,In-Land
Jordan,0.0,1993,In-Land
Kuwait*,9.0,1993,In-Land
Oman,16.0,1993,In-Land
Pakistan,9.0,1993,In-Land
Qatar*,2.0,1993,In-Land
Saudi Arabia*,15.0,1993,In-Land
Sudan,0.0,1993,In-Land
Syria,15.0,1993,In-Land
Yemen,6.0,1993,In-Land
Oth Mid East,1.0,1993,In-Land
Algeria*,29.0,1993,In-Land
Angola,0.0,1993,In-Land
Congo,0.0,1993,In-Land
Gabon*,2.0,1993,In-Land
Kenya,0.0,1993,In-Land
Libya*,15.0,1993,In-Land
Nigeria*,2.0,1993,In-Land
S. Africa,0.0,1993,In-Land
Tunisia,2.0,1993,In-Land
Oth Africa,0.0,1993,In-Land
Argentina,41.0,1993,In-Land
Bolivia,11.0,1993,In-Land
Brazil,13.0,1993,In-Land
Chile,2.0,1993,In-Land
Colombia,13.0,1993,In-Land
Costa Rica,0.0,1993,In-Land
Ecuador*,6.0,1993,In-Land
Mexico,12.0,1993,In-Land
Peru,3.0,1993,In-Land
Trinidad,0.0,1993,In-Land
Venezuela*,34.0,1993,In-Land
Oth L.A.,0.0,1993,In-Land
Australia,6.0,1993,In-Land
Bangladesh,0.0,1993,In-Land
Brunei,0.0,1993,In-Land
India,95.0,1993,In-Land
Indonesia*,31.0,1993,In-Land
Japan,7.0,1993,In-Land
Malaysia,1.0,1993,In-Land
Myanmar,16.0,1993,In-Land
New Zealand,1.0,1993,In-Land
Off China,0.0,1993,In-Land
Papua New Guinea,1.0,1993,In-Land
Phillippines,8.0,1993,In-Land
Taiwan,2.0,1993,In-Land
Thailand,1.0,1993,In-Land
Vietnam,0.0,1993,In-Land
Oth Far East,0.0,1993,In-Land
U.S.,774.0,1994,In-Land
Canada,259.0,1994,In-Land
Austria,0.0,1994,In-Land
Denmark,0.0,1994,In-Land
France,2.0,1994,In-Land
Germany,8.0,1994,In-Land
Greece,0.0,1994,In-Land
Netherlands,3.0,1994,In-Land
Hungary,2.0,1994,In-Land
Italy,10.0,1994,In-Land
Norway,0.0,1994,In-Land
Poland,18.0,1994,In-Land
Romania,4.0,1994,In-Land
Spain,0.0,1994,In-Land
Turkey,16.0,1994,In-Land
U.K.,1.0,1994,In-Land
Yugoslavia/Croatia,0.0,1994,In-Land
Oth Eur,1.0,1994,In-Land
Abu Dhabi*,7.0,1994,In-Land
Dubai*,1.0,1994,In-Land
Egypt,7.0,1994,In-Land
Iran*,20.0,1994,In-Land
Iraq*,0.0,1994,In-Land
Jordan,0.0,1994,In-Land
Kuwait*,9.0,1994,In-Land
Oman,16.0,1994,In-Land
Pakistan,10.0,1994,In-Land
Qatar*,1.0,1994,In-Land
Saudi Arabia*,13.0,1994,In-Land
Sudan,0.0,1994,In-Land
Syria,12.0,1994,In-Land
Yemen,4.0,1994,In-Land
Oth Mid East,2.0,1994,In-Land
Algeria*,28.0,1994,In-Land
Angola,0.0,1994,In-Land
Congo,0.0,1994,In-Land
Gabon*,2.0,1994,In-Land
Kenya,0.0,1994,In-Land
Libya*,13.0,1994,In-Land
Nigeria*,1.0,1994,In-Land
S. Africa,0.0,1994,In-Land
Tunisia,1.0,1994,In-Land
Oth Africa,1.0,1994,In-Land
Argentina,70.0,1994,In-Land
Bolivia,10.0,1994,In-Land
Brazil,14.0,1994,In-Land
Chile,2.0,1994,In-Land
Colombia,15.0,1994,In-Land
Costa Rica,0.0,1994,In-Land
Ecuador*,6.0,1994,In-Land
Mexico,12.0,1994,In-Land
Peru,3.0,1994,In-Land
Trinidad,0.0,1994,In-Land
Venezuela*,42.0,1994,In-Land
Oth L.A.,0.0,1994,In-Land
Australia,7.0,1994,In-Land
Bangladesh,0.0,1994,In-Land
Brunei,0.0,1994,In-Land
India,72.0,1994,In-Land
Indonesia*,29.0,1994,In-Land
Japan,6.0,1994,In-Land
Malaysia,0.0,1994,In-Land
Myanmar,11.0,1994,In-Land
New Zealand,1.0,1994,In-Land
Off China,0.0,1994,In-Land
Papua New Guinea,1.0,1994,In-Land
Phillippines,10.0,1994,In-Land
Taiwan,2.0,1994,In-Land
Thailand,1.0,1994,In-Land
Vietnam,0.0,1994,In-Land
Oth Far East,0.0,1994,In-Land
U.S.,724.0,1995,In-Land
Canada,230.0,1995,In-Land
Austria,1.0,1995,In-Land
Denmark,0.0,1995,In-Land
France,1.0,1995,In-Land
Germany,9.0,1995,In-Land
Greece,0.0,1995,In-Land
Netherlands,3.0,1995,In-Land
Hungary,2.0,1995,In-Land
Italy,10.0,1995,In-Land
Norway,0.0,1995,In-Land
Poland,18.0,1995,In-Land
Romania,4.0,1995,In-Land
Spain,0.0,1995,In-Land
Turkey,15.0,1995,In-Land
U.K.,1.0,1995,In-Land
Yugoslavia/Croatia,0.0,1995,In-Land
Oth Eur,2.0,1995,In-Land
Abu Dhabi*,7.0,1995,In-Land
Dubai*,1.0,1995,In-Land
Egypt,8.0,1995,In-Land
Iran*,20.0,1995,In-Land
Iraq*,0.0,1995,In-Land
Jordan,0.0,1995,In-Land
Kuwait*,7.0,1995,In-Land
Oman,17.0,1995,In-Land
Pakistan,11.0,1995,In-Land
Qatar*,1.0,1995,In-Land
Saudi Arabia*,14.0,1995,In-Land
Sudan,0.0,1995,In-Land
Syria,13.0,1995,In-Land
Yemen,3.0,1995,In-Land
Oth Mid East,1.0,1995,In-Land
Algeria*,28.0,1995,In-Land
Angola,0.0,1995,In-Land
Congo,0.0,1995,In-Land
Gabon*,1.0,1995,In-Land
Kenya,0.0,1995,In-Land
Libya*,11.0,1995,In-Land
Nigeria*,1.0,1995,In-Land
S. Africa,0.0,1995,In-Land
Tunisia,2.0,1995,In-Land
Oth Africa,0.0,1995,In-Land
Argentina,91.0,1995,In-Land
Bolivia,8.0,1995,In-Land
Brazil,12.0,1995,In-Land
Chile,2.0,1995,In-Land
Colombia,16.0,1995,In-Land
Costa Rica,0.0,1995,In-Land
Ecuador*,3.0,1995,In-Land
Mexico,21.0,1995,In-Land
Peru,3.0,1995,In-Land
Trinidad,1.0,1995,In-Land
Venezuela*,59.0,1995,In-Land
Oth L.A.,0.0,1995,In-Land
Australia,6.0,1995,In-Land
Bangladesh,0.0,1995,In-Land
Brunei,0.0,1995,In-Land
India,61.0,1995,In-Land
Indonesia*,26.0,1995,In-Land
Japan,8.0,1995,In-Land
Malaysia,0.0,1995,In-Land
Myanmar,10.0,1995,In-Land
New Zealand,2.0,1995,In-Land
Off China,0.0,1995,In-Land
Papua New Guinea,2.0,1995,In-Land
Phillippines,7.0,1995,In-Land
Taiwan,1.0,1995,In-Land
Thailand,0.0,1995,In-Land
Vietnam,0.0,1995,In-Land
Oth Far East,0.0,1995,In-Land
U.S.,777.0,1996,In-Land
Canada,271.0,1996,In-Land
Austria,0.0,1996,In-Land
Denmark,0.0,1996,In-Land
France,1.0,1996,In-Land
Germany,8.0,1996,In-Land
Greece,0.0,1996,In-Land
Netherlands,5.0,1996,In-Land
Hungary,1.0,1996,In-Land
Italy,12.0,1996,In-Land
Norway,0.0,1996,In-Land
Poland,18.0,1996,In-Land
Romania,3.0,1996,In-Land
Spain,0.0,1996,In-Land
Turkey,10.0,1996,In-Land
U.K.,1.0,1996,In-Land
Yugoslavia/Croatia,2.0,1996,In-Land
Oth Eur,2.0,1996,In-Land
Abu Dhabi*,7.0,1996,In-Land
Dubai*,0.0,1996,In-Land
Egypt,10.0,1996,In-Land
Iran*,18.0,1996,In-Land
Iraq*,0.0,1996,In-Land
Jordan,0.0,1996,In-Land
Kuwait*,5.0,1996,In-Land
Oman,19.0,1996,In-Land
Pakistan,11.0,1996,In-Land
Qatar*,2.0,1996,In-Land
Saudi Arabia*,13.0,1996,In-Land
Sudan,0.0,1996,In-Land
Syria,14.0,1996,In-Land
Yemen,3.0,1996,In-Land
Oth Mid East,0.0,1996,In-Land
Algeria*,28.0,1996,In-Land
Angola,0.0,1996,In-Land
Congo,0.0,1996,In-Land
Gabon*,2.0,1996,In-Land
Kenya,0.0,1996,In-Land
Libya*,13.0,1996,In-Land
Nigeria*,1.0,1996,In-Land
S. Africa,0.0,1996,In-Land
Tunisia,1.0,1996,In-Land
Oth Africa,0.0,1996,In-Land
Argentina,67.0,1996,In-Land
Bolivia,7.0,1996,In-Land
Brazil,12.0,1996,In-Land
Chile,1.0,1996,In-Land
Colombia,14.0,1996,In-Land
Costa Rica,0.0,1996,In-Land
Ecuador*,3.0,1996,In-Land
Mexico,33.0,1996,In-Land
Peru,6.0,1996,In-Land
Trinidad,0.0,1996,In-Land
Venezuela*,78.0,1996,In-Land
Oth L.A.,0.0,1996,In-Land
Australia,9.0,1996,In-Land
Bangladesh,0.0,1996,In-Land
Brunei,0.0,1996,In-Land
India,51.0,1996,In-Land
Indonesia*,31.0,1996,In-Land
Japan,7.0,1996,In-Land
Malaysia,0.0,1996,In-Land
Myanmar,10.0,1996,In-Land
New Zealand,1.0,1996,In-Land
Off China,0.0,1996,In-Land
Papua New Guinea,1.0,1996,In-Land
Phillippines,5.0,1996,In-Land
Taiwan,1.0,1996,In-Land
Thailand,1.0,1996,In-Land
Vietnam,1.0,1996,In-Land
Oth Far East,0.0,1996,In-Land
U.S.,944.0,1997,In-Land
Canada,375.0,1997,In-Land
Austria,0.0,1997,In-Land
Denmark,0.0,1997,In-Land
France,1.0,1997,In-Land
Germany,4.0,1997,In-Land
Greece,0.0,1997,In-Land
Netherlands,4.0,1997,In-Land
Hungary,1.0,1997,In-Land
Italy,11.0,1997,In-Land
Norway,0.0,1997,In-Land
Poland,16.0,1997,In-Land
Romania,2.0,1997,In-Land
Spain,0.0,1997,In-Land
Turkey,10.0,1997,In-Land
U.K.,2.0,1997,In-Land
Yugoslavia/Croatia,1.0,1997,In-Land
Oth Eur,2.0,1997,In-Land
Abu Dhabi*,7.0,1997,In-Land
Dubai*,0.0,1997,In-Land
Egypt,13.0,1997,In-Land
Iran*,20.0,1997,In-Land
Iraq*,0.0,1997,In-Land
Jordan,0.0,1997,In-Land
Kuwait*,6.0,1997,In-Land
Oman,23.0,1997,In-Land
Pakistan,12.0,1997,In-Land
Qatar*,4.0,1997,In-Land
Saudi Arabia*,24.0,1997,In-Land
Sudan,0.0,1997,In-Land
Syria,14.0,1997,In-Land
Yemen,3.0,1997,In-Land
Oth Mid East,0.0,1997,In-Land
Algeria*,29.0,1997,In-Land
Angola,0.0,1997,In-Land
Congo,0.0,1997,In-Land
Gabon*,3.0,1997,In-Land
Kenya,0.0,1997,In-Land
Libya*,13.0,1997,In-Land
Nigeria*,2.0,1997,In-Land
S. Africa,0.0,1997,In-Land
Tunisia,1.0,1997,In-Land
Oth Africa,0.0,1997,In-Land
Argentina,56.0,1997,In-Land
Bolivia,5.0,1997,In-Land
Brazil,12.0,1997,In-Land
Chile,1.0,1997,In-Land
Colombia,16.0,1997,In-Land
Costa Rica,0.0,1997,In-Land
Ecuador*,4.0,1997,In-Land
Mexico,35.0,1997,In-Land
Peru,9.0,1997,In-Land
Trinidad,0.0,1997,In-Land
Venezuela*,72.0,1997,In-Land
Oth L.A.,0.0,1997,In-Land
Australia,7.0,1997,In-Land
Bangladesh,0.0,1997,In-Land
Brunei,1.0,1997,In-Land
India,49.0,1997,In-Land
Indonesia*,39.0,1997,In-Land
Japan,5.0,1997,In-Land
Malaysia,0.0,1997,In-Land
Myanmar,6.0,1997,In-Land
New Zealand,1.0,1997,In-Land
Off China,0.0,1997,In-Land
Papua New Guinea,2.0,1997,In-Land
Phillippines,2.0,1997,In-Land
Taiwan,1.0,1997,In-Land
Thailand,1.0,1997,In-Land
Vietnam,0.0,1997,In-Land
Oth Far East,1.0,1997,In-Land
U.S.,829.0,1998,In-Land
Canada,260.0,1998,In-Land
Austria,0.0,1998,In-Land
Denmark,0.0,1998,In-Land
France,2.0,1998,In-Land
Germany,3.0,1998,In-Land
Greece,0.0,1998,In-Land
Netherlands,3.0,1998,In-Land
Hungary,2.0,1998,In-Land
Italy,9.0,1998,In-Land
Norway,0.0,1998,In-Land
Poland,15.0,1998,In-Land
Romania,2.0,1998,In-Land
Spain,0.0,1998,In-Land
Turkey,7.0,1998,In-Land
U.K.,1.0,1998,In-Land
Yugoslavia/Croatia,0.0,1998,In-Land
Oth Eur,2.0,1998,In-Land
Abu Dhabi*,7.0,1998,In-Land
Dubai*,1.0,1998,In-Land
Egypt,14.0,1998,In-Land
Iran*,23.0,1998,In-Land
Iraq*,0.0,1998,In-Land
Jordan,0.0,1998,In-Land
Kuwait*,8.0,1998,In-Land
Oman,24.0,1998,In-Land
Pakistan,11.0,1998,In-Land
Qatar*,4.0,1998,In-Land
Saudi Arabia*,25.0,1998,In-Land
Sudan,0.0,1998,In-Land
Syria,14.0,1998,In-Land
Yemen,4.0,1998,In-Land
Oth Mid East,1.0,1998,In-Land
Algeria*,23.0,1998,In-Land
Angola,0.0,1998,In-Land
Congo,0.0,1998,In-Land
Gabon*,4.0,1998,In-Land
Kenya,0.0,1998,In-Land
Libya*,13.0,1998,In-Land
Nigeria*,2.0,1998,In-Land
S. Africa,0.0,1998,In-Land
Tunisia,2.0,1998,In-Land
Oth Africa,1.0,1998,In-Land
Argentina,43.0,1998,In-Land
Bolivia,12.0,1998,In-Land
Brazil,10.0,1998,In-Land
Chile,1.0,1998,In-Land
Colombia,12.0,1998,In-Land
Costa Rica,0.0,1998,In-Land
Ecuador*,5.0,1998,In-Land
Mexico,40.0,1998,In-Land
Peru,5.0,1998,In-Land
Trinidad,0.0,1998,In-Land
Venezuela*,54.0,1998,In-Land
Oth L.A.,0.0,1998,In-Land
Australia,7.0,1998,In-Land
Bangladesh,0.0,1998,In-Land
Brunei,0.0,1998,In-Land
India,39.0,1998,In-Land
Indonesia*,32.0,1998,In-Land
Japan,5.0,1998,In-Land
Malaysia,0.0,1998,In-Land
Myanmar,7.0,1998,In-Land
New Zealand,1.0,1998,In-Land
Off China,0.0,1998,In-Land
Papua New Guinea,2.0,1998,In-Land
Phillippines,0.0,1998,In-Land
Taiwan,1.0,1998,In-Land
Thailand,2.0,1998,In-Land
Vietnam,0.0,1998,In-Land
Oth Far East,2.0,1998,In-Land
U.S.,622.0,1999,In-Land
Canada,246.0,1999,In-Land
Austria,0.0,1999,In-Land
Denmark,0.0,1999,In-Land
France,1.0,1999,In-Land
Germany,4.0,1999,In-Land
Greece,0.0,1999,In-Land
Netherlands,1.0,1999,In-Land
Hungary,1.0,1999,In-Land
Italy,8.0,1999,In-Land
Norway,0.0,1999,In-Land
Poland,14.0,1999,In-Land
Romania,2.0,1999,In-Land
Spain,0.0,1999,In-Land
Turkey,6.0,1999,In-Land
U.K.,1.0,1999,In-Land
Yugoslavia/Croatia,0.0,1999,In-Land
Oth Eur,2.0,1999,In-Land
Abu Dhabi*,8.0,1999,In-Land
Dubai*,1.0,1999,In-Land
Egypt,9.0,1999,In-Land
Iran*,25.0,1999,In-Land
Iraq*,0.0,1999,In-Land
Jordan,0.0,1999,In-Land
Kuwait*,11.0,1999,In-Land
Oman,19.0,1999,In-Land
Pakistan,7.0,1999,In-Land
Qatar*,3.0,1999,In-Land
Saudi Arabia*,18.0,1999,In-Land
Sudan,0.0,1999,In-Land
Syria,13.0,1999,In-Land
Yemen,4.0,1999,In-Land
Oth Mid East,1.0,1999,In-Land
Algeria*,13.0,1999,In-Land
Angola,0.0,1999,In-Land
Congo,0.0,1999,In-Land
Gabon*,1.0,1999,In-Land
Kenya,0.0,1999,In-Land
Libya*,8.0,1999,In-Land
Nigeria*,2.0,1999,In-Land
S. Africa,0.0,1999,In-Land
Tunisia,1.0,1999,In-Land
Oth Africa,1.0,1999,In-Land
Argentina,34.0,1999,In-Land
Bolivia,13.0,1999,In-Land
Brazil,10.0,1999,In-Land
Chile,0.0,1999,In-Land
Colombia,12.0,1999,In-Land
Costa Rica,0.0,1999,In-Land
Ecuador*,3.0,1999,In-Land
Mexico,33.0,1999,In-Land
Peru,1.0,1999,In-Land
Trinidad,0.0,1999,In-Land
Venezuela*,43.0,1999,In-Land
Oth L.A.,0.0,1999,In-Land
Australia,4.0,1999,In-Land
Bangladesh,0.0,1999,In-Land
Brunei,0.0,1999,In-Land
India,36.0,1999,In-Land
Indonesia*,20.0,1999,In-Land
Japan,5.0,1999,In-Land
Malaysia,0.0,1999,In-Land
Myanmar,7.0,1999,In-Land
New Zealand,1.0,1999,In-Land
Off China,0.0,1999,In-Land
Papua New Guinea,1.0,1999,In-Land
Phillippines,0.0,1999,In-Land
Taiwan,0.0,1999,In-Land
Thailand,1.0,1999,In-Land
Vietnam,1.0,1999,In-Land
Oth Far East,1.0,1999,In-Land
U.S.,916.0,2000,In-Land
Canada,344.0,2000,In-Land
Austria,0.0,2000,In-Land
Denmark,0.0,2000,In-Land
France,1.0,2000,In-Land
Germany,3.0,2000,In-Land
Greece,0.0,2000,In-Land
Netherlands,1.0,2000,In-Land
Hungary,1.0,2000,In-Land
Italy,7.0,2000,In-Land
Norway,0.0,2000,In-Land
Poland,15.0,2000,In-Land
Romania,0.0,2000,In-Land
Spain,0.0,2000,In-Land
Turkey,6.0,2000,In-Land
U.K.,1.0,2000,In-Land
Yugoslavia/Croatia,0.0,2000,In-Land
Oth Eur,2.0,2000,In-Land
Abu Dhabi*,7.0,2000,In-Land
Dubai*,1.0,2000,In-Land
Egypt,12.0,2000,In-Land
Iran*,24.0,2000,In-Land
Iraq*,0.0,2000,In-Land
Jordan,0.0,2000,In-Land
Kuwait*,12.0,2000,In-Land
Oman,24.0,2000,In-Land
Pakistan,9.0,2000,In-Land
Qatar*,3.0,2000,In-Land
Saudi Arabia*,22.0,2000,In-Land
Sudan,0.0,2000,In-Land
Syria,14.0,2000,In-Land
Yemen,6.0,2000,In-Land
Oth Mid East,1.0,2000,In-Land
Algeria*,15.0,2000,In-Land
Angola,0.0,2000,In-Land
Congo,0.0,2000,In-Land
Gabon*,1.0,2000,In-Land
Kenya,0.0,2000,In-Land
Libya*,7.0,2000,In-Land
Nigeria*,1.0,2000,In-Land
S. Africa,0.0,2000,In-Land
Tunisia,1.0,2000,In-Land
Oth Africa,0.0,2000,In-Land
Argentina,57.0,2000,In-Land
Bolivia,11.0,2000,In-Land
Brazil,9.0,2000,In-Land
Chile,0.0,2000,In-Land
Colombia,14.0,2000,In-Land
Costa Rica,0.0,2000,In-Land
Ecuador*,6.0,2000,In-Land
Mexico,38.0,2000,In-Land
Peru,3.0,2000,In-Land
Trinidad,0.0,2000,In-Land
Venezuela*,47.0,2000,In-Land
Oth L.A.,0.0,2000,In-Land
Australia,5.0,2000,In-Land
Bangladesh,0.0,2000,In-Land
Brunei,0.0,2000,In-Land
India,40.0,2000,In-Land
Indonesia*,23.0,2000,In-Land
Japan,5.0,2000,In-Land
Malaysia,0.0,2000,In-Land
Myanmar,9.0,2000,In-Land
New Zealand,1.0,2000,In-Land
Off China,0.0,2000,In-Land
Papua New Guinea,0.0,2000,In-Land
Phillippines,0.0,2000,In-Land
Taiwan,0.0,2000,In-Land
Thailand,1.0,2000,In-Land
Vietnam,0.0,2000,In-Land
Oth Far East,0.0,2000,In-Land
U.S.,1156.0,2001,In-Land
Canada,342.0,2001,In-Land
Austria,0.0,2001,In-Land
Denmark,0.0,2001,In-Land
France,1.0,2001,In-Land
Germany,4.0,2001,In-Land
Greece,0.0,2001,In-Land
Netherlands,1.0,2001,In-Land
Hungary,1.0,2001,In-Land
Italy,7.0,2001,In-Land
Norway,0.0,2001,In-Land
Poland,13.0,2001,In-Land
Romania,2.0,2001,In-Land
Spain,0.0,2001,In-Land
Turkey,6.0,2001,In-Land
U.K.,0.0,2001,In-Land
Yugoslavia/Croatia,0.0,2001,In-Land
Oth Eur,3.0,2001,In-Land
Abu Dhabi*,8.0,2001,In-Land
Dubai*,0.0,2001,In-Land
Egypt,14.0,2001,In-Land
Iran*,24.0,2001,In-Land
Iraq*,0.0,2001,In-Land
Jordan,0.0,2001,In-Land
Kuwait*,9.0,2001,In-Land
Oman,25.0,2001,In-Land
Pakistan,9.0,2001,In-Land
Qatar*,2.0,2001,In-Land
Saudi Arabia*,27.0,2001,In-Land
Sudan,0.0,2001,In-Land
Syria,19.0,2001,In-Land
Yemen,6.0,2001,In-Land
Oth Mid East,5.0,2001,In-Land
Algeria*,20.0,2001,In-Land
Angola,0.0,2001,In-Land
Congo,0.0,2001,In-Land
Gabon*,1.0,2001,In-Land
Kenya,0.0,2001,In-Land
Libya*,5.0,2001,In-Land
Nigeria*,2.0,2001,In-Land
S. Africa,0.0,2001,In-Land
Tunisia,1.0,2001,In-Land
Oth Africa,0.0,2001,In-Land
Argentina,71.0,2001,In-Land
Bolivia,7.0,2001,In-Land
Brazil,10.0,2001,In-Land
Chile,0.0,2001,In-Land
Colombia,15.0,2001,In-Land
Costa Rica,0.0,2001,In-Land
Ecuador*,9.0,2001,In-Land
Mexico,48.0,2001,In-Land
Peru,3.0,2001,In-Land
Trinidad,2.0,2001,In-Land
Venezuela*,50.0,2001,In-Land
Oth L.A.,0.0,2001,In-Land
Australia,6.0,2001,In-Land
Bangladesh,0.0,2001,In-Land
Brunei,1.0,2001,In-Land
India,41.0,2001,In-Land
Indonesia*,31.0,2001,In-Land
Japan,7.0,2001,In-Land
Malaysia,0.0,2001,In-Land
Myanmar,6.0,2001,In-Land
New Zealand,2.0,2001,In-Land
Off China,0.0,2001,In-Land
Papua New Guinea,1.0,2001,In-Land
Phillippines,0.0,2001,In-Land
Taiwan,0.0,2001,In-Land
Thailand,1.0,2001,In-Land
Vietnam,0.0,2001,In-Land
Oth Far East,0.0,2001,In-Land
U.S.,831.0,2002,In-Land
Canada,266.0,2002,In-Land
Austria,0.0,2002,In-Land
Denmark,0.0,2002,In-Land
France,0.0,2002,In-Land
Germany,3.0,2002,In-Land
Greece,0.0,2002,In-Land
Netherlands,2.0,2002,In-Land
Hungary,1.0,2002,In-Land
Italy,5.0,2002,In-Land
Norway,0.0,2002,In-Land
Poland,12.0,2002,In-Land
Romania,2.0,2002,In-Land
Spain,0.0,2002,In-Land
Turkey,5.0,2002,In-Land
U.K.,1.0,2002,In-Land
Yugoslavia/Croatia,1.0,2002,In-Land
Oth Eur,2.0,2002,In-Land
Abu Dhabi*,9.0,2002,In-Land
Dubai*,0.0,2002,In-Land
Egypt,17.0,2002,In-Land
Iran*,25.0,2002,In-Land
Iraq*,0.0,2002,In-Land
Jordan,0.0,2002,In-Land
Kuwait*,6.0,2002,In-Land
Oman,29.0,2002,In-Land
Pakistan,12.0,2002,In-Land
Qatar*,2.0,2002,In-Land
Saudi Arabia*,29.0,2002,In-Land
Sudan,4.0,2002,In-Land
Syria,22.0,2002,In-Land
Yemen,9.0,2002,In-Land
Oth Mid East,1.0,2002,In-Land
Algeria*,19.0,2002,In-Land
Angola,0.0,2002,In-Land
Congo,0.0,2002,In-Land
Gabon*,1.0,2002,In-Land
Kenya,0.0,2002,In-Land
Libya*,9.0,2002,In-Land
Nigeria*,3.0,2002,In-Land
S. Africa,0.0,2002,In-Land
Tunisia,1.0,2002,In-Land
Oth Africa,0.0,2002,In-Land
Argentina,49.0,2002,In-Land
Bolivia,4.0,2002,In-Land
Brazil,10.0,2002,In-Land
Chile,0.0,2002,In-Land
Colombia,11.0,2002,In-Land
Costa Rica,0.0,2002,In-Land
Ecuador*,9.0,2002,In-Land
Mexico,54.0,2002,In-Land
Peru,1.0,2002,In-Land
Trinidad,0.0,2002,In-Land
Venezuela*,30.0,2002,In-Land
Oth L.A.,0.0,2002,In-Land
Australia,5.0,2002,In-Land
Bangladesh,0.0,2002,In-Land
Brunei,1.0,2002,In-Land
India,43.0,2002,In-Land
Indonesia*,37.0,2002,In-Land
Japan,6.0,2002,In-Land
Malaysia,0.0,2002,In-Land
Myanmar,9.0,2002,In-Land
New Zealand,2.0,2002,In-Land
Off China,0.0,2002,In-Land
Papua New Guinea,1.0,2002,In-Land
Phillippines,1.0,2002,In-Land
Taiwan,0.0,2002,In-Land
Thailand,1.0,2002,In-Land
Vietnam,0.0,2002,In-Land
Oth Far East,0.0,2002,In-Land
U.S.,1032.0,2003,In-Land
Canada,372.0,2003,In-Land
Austria,0.0,2003,In-Land
Denmark,0.0,2003,In-Land
France,1.0,2003,In-Land
Germany,2.0,2003,In-Land
Greece,0.0,2003,In-Land
Netherlands,1.0,2003,In-Land
Hungary,2.0,2003,In-Land
Italy,5.0,2003,In-Land
Norway,0.0,2003,In-Land
Poland,11.0,2003,In-Land
Romania,2.0,2003,In-Land
Spain,0.0,2003,In-Land
Turkey,4.0,2003,In-Land
U.K.,0.0,2003,In-Land
Yugoslavia/Croatia,3.0,2003,In-Land
Oth Eur,4.0,2003,In-Land
Abu Dhabi*,9.0,2003,In-Land
Dubai*,1.0,2003,In-Land
Egypt,19.0,2003,In-Land
Iran*,28.0,2003,In-Land
Iraq*,0.0,2003,In-Land
Jordan,0.0,2003,In-Land
Kuwait*,5.0,2003,In-Land
Oman,35.0,2003,In-Land
Pakistan,13.0,2003,In-Land
Qatar*,1.0,2003,In-Land
Saudi Arabia*,29.0,2003,In-Land
Sudan,7.0,2003,In-Land
Syria,24.0,2003,In-Land
Yemen,9.0,2003,In-Land
Oth Mid East,1.0,2003,In-Land
Algeria*,20.0,2003,In-Land
Angola,0.0,2003,In-Land
Congo,0.0,2003,In-Land
Gabon*,2.0,2003,In-Land
Kenya,0.0,2003,In-Land
Libya*,9.0,2003,In-Land
Nigeria*,2.0,2003,In-Land
S. Africa,0.0,2003,In-Land
Tunisia,1.0,2003,In-Land
Oth Africa,2.0,2003,In-Land
Argentina,60.0,2003,In-Land
Bolivia,4.0,2003,In-Land
Brazil,10.0,2003,In-Land
Chile,0.0,2003,In-Land
Colombia,11.0,2003,In-Land
Costa Rica,0.0,2003,In-Land
Ecuador*,9.0,2003,In-Land
Mexico,67.0,2003,In-Land
Peru,2.0,2003,In-Land
Trinidad,0.0,2003,In-Land
Venezuela*,26.0,2003,In-Land
Oth L.A.,0.0,2003,In-Land
Australia,6.0,2003,In-Land
Bangladesh,0.0,2003,In-Land
Brunei,1.0,2003,In-Land
India,44.0,2003,In-Land
Indonesia*,33.0,2003,In-Land
Japan,6.0,2003,In-Land
Malaysia,0.0,2003,In-Land
Myanmar,8.0,2003,In-Land
New Zealand,1.0,2003,In-Land
Off China,0.0,2003,In-Land
Papua New Guinea,2.0,2003,In-Land
Phillippines,1.0,2003,In-Land
Taiwan,0.0,2003,In-Land
Thailand,1.0,2003,In-Land
Vietnam,0.0,2003,In-Land
Oth Far East,0.0,2003,In-Land
U.S.,1190.0,2004,In-Land
Canada,369.0,2004,In-Land
Austria,0.0,2004,In-Land
Denmark,0.0,2004,In-Land
France,1.0,2004,In-Land
Germany,3.0,2004,In-Land
Greece,0.0,2004,In-Land
Netherlands,1.0,2004,In-Land
Hungary,2.0,2004,In-Land
Italy,5.0,2004,In-Land
Norway,0.0,2004,In-Land
Poland,5.0,2004,In-Land
Romania,2.0,2004,In-Land
Spain,0.0,2004,In-Land
Turkey,4.0,2004,In-Land
U.K.,0.0,2004,In-Land
Yugoslavia/Croatia,3.0,2004,In-Land
Oth Eur,4.0,2004,In-Land
Abu Dhabi*,10.0,2004,In-Land
Dubai*,1.0,2004,In-Land
Egypt,19.0,2004,In-Land
Iran*,32.0,2004,In-Land
Iraq*,0.0,2004,In-Land
Jordan,1.0,2004,In-Land
Kuwait*,10.0,2004,In-Land
Oman,35.0,2004,In-Land
Pakistan,11.0,2004,In-Land
Qatar*,1.0,2004,In-Land
